                                file_name  line    avg_per_time   hits    total_time       graph                                                                                                                                                                                                                                                                                                                                           code
-----------------------------------------  ----  --------------  -----  ------------  ----------  ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
/home/isucon/isucari/webapp/python/app.py   150       2985481.0     29      86578949                      conn = dbh()
/home/isucon/isucari/webapp/python/app.py   151        22624.59     39        882359                      with conn.cursor() as c:
/home/isucon/isucari/webapp/python/app.py   152         405.692     39         15822                          sql = "SELECT * FROM `users` WHERE `id` = %s"
/home/isucon/isucari/webapp/python/app.py   153     3174898.333     39     123821035                           c.execute(sql, [user_id])
/home/isucon/isucari/webapp/python/app.py   154       10029.957     46        461378                          user = c.fetchone()
/home/isucon/isucari/webapp/python/app.py   155       43839.891     46       2016635                          if user is None:
/home/isucon/isucari/webapp/python/app.py   156               0      0             0                              http_json_error(requests.codes['not_found'], "user not found")
/home/isucon/isucari/webapp/python/app.py   157               0      0             0                  except MySQLdb.Error as err:
/home/isucon/isucari/webapp/python/app.py   158               0      0             0                      app.logger.exception(err)
/home/isucon/isucari/webapp/python/app.py   159               0      0             0                      http_json_error(requests.codes['internal_server_error'], "db error")
/home/isucon/isucari/webapp/python/app.py   160         530.261     46         24392                  return user
/home/isucon/isucari/webapp/python/app.py   162               0      0             0              @lru_cache(maxsize=None)
/home/isucon/isucari/webapp/python/app.py   163               0      0             0              def get_category_by_id(category_id):
/home/isucon/isucari/webapp/python/app.py   164        1520.088     57         86645                  category_id = int(category_id)
/home/isucon/isucari/webapp/python/app.py   165         694.246     57         39572                  if category_id not in CATEGORY_MAP:
/home/isucon/isucari/webapp/python/app.py   166               0      0             0                      return None
/home/isucon/isucari/webapp/python/app.py   167        1235.509     57         70424                  category = CATEGORY_MAP[category_id].copy()
/home/isucon/isucari/webapp/python/app.py   168         484.526     57         27618                  if category['parent_id'] != 0:
/home/isucon/isucari/webapp/python/app.py   169         676.447     47         31793                      parent = get_category_by_id(category['parent_id'])
/home/isucon/isucari/webapp/python/app.py   170         448.723     47         21090                      if parent is not None:
/home/isucon/isucari/webapp/python/app.py   171         622.426     47         29254                          category['parent_category_name'] = parent['category_name']
/home/isucon/isucari/webapp/python/app.py   172         317.895     57         18120                  return category
/home/isucon/isucari/webapp/python/app.py   175               0      0             0              def to_user_json(user, prefix=None):
/home/isucon/isucari/webapp/python/app.py   176          503.77   2496       1257409                  if not prefix:
/home/isucon/isucari/webapp/python/app.py   177        1884.182    154        290164                      del (user['hashed_password'], user['last_bump'], user['created_at'])
/home/isucon/isucari/webapp/python/app.py   178         400.474    154         61673                      return user
/home/isucon/isucari/webapp/python/app.py   179               0      0             0                  else:
/home/isucon/isucari/webapp/python/app.py   180               0      0             0                      return {
/home/isucon/isucari/webapp/python/app.py   181          814.12   2343       1907482                          'id': user[prefix + '_id'],
/home/isucon/isucari/webapp/python/app.py   182         638.521   2343       1496054                          'account_name': user[prefix + '_account_name'],
/home/isucon/isucari/webapp/python/app.py   183       10461.029   2343      24510192                          'address': user[prefix + '_address'],
/home/isucon/isucari/webapp/python/app.py   184         800.767   2343       1876198                          'num_sell_items': user[prefix + '_num_sell_items'],
/home/isucon/isucari/webapp/python/app.py   185               0      0             0                      }
/home/isucon/isucari/webapp/python/app.py   187               0      0             0              def to_item_json(item, simple=False):
/home/isucon/isucari/webapp/python/app.py   188        4622.383   2154       9956613                  item["created_at"] = int(item["created_at"].timestamp())
/home/isucon/isucari/webapp/python/app.py   189        2148.201   2154       4627226                  item["updated_at"] = int(item["updated_at"].timestamp())
/home/isucon/isucari/webapp/python/app.py   190               0      0             0
/home/isucon/isucari/webapp/python/app.py   191               0      0             0                  keys = (
/home/isucon/isucari/webapp/python/app.py   192       16355.856   2154      35230514                      "id", "seller_id", "seller", "buyer_id", "buyer", "status", "name", "price", "description",
/home/isucon/isucari/webapp/python/app.py   193               0      0             0                      "image_url", "category_id", "category", "transaction_evidence_id", "transaction_evidence_status",
/home/isucon/isucari/webapp/python/app.py   194               0      0             0                      "shipping_status", "created_at",
/home/isucon/isucari/webapp/python/app.py   195               0      0             0                  )
/home/isucon/isucari/webapp/python/app.py   196               0      0             0
/home/isucon/isucari/webapp/python/app.py   197         582.874   2154       1255511                  if simple:
/home/isucon/isucari/webapp/python/app.py   198         569.001   1797       1022495                      keys = ("id", "seller_id", "seller", "status", "name", "price", "image_url", "category_id", "category", "created_at")
/home/isucon/isucari/webapp/python/app.py   199               0      0             0
/home/isucon/isucari/webapp/python/app.py   200        3588.306  40932     146876533                  return {k:v for k,v in item.items() if k in keys}
/home/isucon/isucari/webapp/python/app.py   201               0      0             0
/home/isucon/isucari/webapp/python/app.py   202               0      0             0
/home/isucon/isucari/webapp/python/app.py   203               0      0             0                             def ensure_required_payload(keys=None):
/home/isucon/isucari/webapp/python/app.py   204         611.563     16          9785                                 if keys is None:
/home/isucon/isucari/webapp/python/app.py   205               0      0             0                                     keys = []
/home/isucon/isucari/webapp/python/app.py   206         794.708     48         38146                                 for k in keys:
/home/isucon/isucari/webapp/python/app.py   207     1345128.219     32      43044103                                     if not flask.request.json.get(k):
/home/isucon/isucari/webapp/python/app.py   208               0      0             0                                         http_json_error(requests.codes['bad_request'], 'all parameters are required')
/home/isucon/isucari/webapp/python/app.py   211               0      0             0              def ensure_valid_csrf_token():
/home/isucon/isucari/webapp/python/app.py   212      346036.179     28       9689013                  if flask.request.json['csrf_token'] != flask.session['csrf_token']:
/home/isucon/isucari/webapp/python/app.py   213      108128.333      3        324385                      http_json_error(requests.codes['unprocessable_entity'], "csrf token error")
/home/isucon/isucari/webapp/python/app.py   216               0      0             0              def get_config(name):
/home/isucon/isucari/webapp/python/app.py   217       52424.606    175       9174306                  conn = dbh()
/home/isucon/isucari/webapp/python/app.py   218         422.103    175         73868                  sql = "SELECT * FROM `configs` WHERE `name` = %s"
/home/isucon/isucari/webapp/python/app.py   219        26582.08    175       4651864                  with conn.cursor() as c:
/home/isucon/isucari/webapp/python/app.py   220      2510756.24    175     439382342                      c.execute(sql, (name,))
/home/isucon/isucari/webapp/python/app.py   221       54274.931    189      10257962                      config = c.fetchone()
/home/isucon/isucari/webapp/python/app.py   222         470.212    189         88870                  return config
/home/isucon/isucari/webapp/python/app.py   225               0      0             0              def get_payment_service_url():
/home/isucon/isucari/webapp/python/app.py   226     4538429.488     41     186075609                  config = get_config("payment_service_url")
/home/isucon/isucari/webapp/python/app.py   227         946.068     44         41627                  return Constants.DEFAULT_PAYMENT_SERVICE_URL if config is None else config['val']
/home/isucon/isucari/webapp/python/app.py   230               0      0             0              def get_shipment_service_url():
/home/isucon/isucari/webapp/python/app.py   231     1711148.188    128     219026968                  config = get_config("shipment_service_url")
/home/isucon/isucari/webapp/python/app.py   232         864.956    137        118499                  return Constants.DEFAULT_SHIPMENT_SERVICE_URL if config is None else config['val']
/home/isucon/isucari/webapp/python/app.py   235               0      0             0              def api_shipment_status(shipment_url, params={}):
/home/isucon/isucari/webapp/python/app.py   236        2202.508    427        940471                  start = time.time()
/home/isucon/isucari/webapp/python/app.py   237         701.929    425        298320                  while 1:
/home/isucon/isucari/webapp/python/app.py   238         652.781    485        316599                      try:
/home/isucon/isucari/webapp/python/app.py   239        1576.367    485        764538                          res = requests.post(
/home/isucon/isucari/webapp/python/app.py   240        1182.957    485        573734                              shipment_url + "/status",
/home/isucon/isucari/webapp/python/app.py   241        2906.435    485       1409621                              headers=dict(Authorization=Constants.ISUCARI_API_TOKEN),
/home/isucon/isucari/webapp/python/app.py   242   448606262.894    424  190209055467  **********                  json=params,
/home/isucon/isucari/webapp/python/app.py   243               0      0             0                          )
/home/isucon/isucari/webapp/python/app.py   244       82037.019    475      38967584                          res.raise_for_status()
/home/isucon/isucari/webapp/python/app.py   245         793.269    446        353798                          break
/home/isucon/isucari/webapp/python/app.py   246        4326.724     29        125475                      except (socket.gaierror, requests.HTTPError) as err:
/home/isucon/isucari/webapp/python/app.py   247     8889183.276     29     257786315                          app.logger.exception(err)
/home/isucon/isucari/webapp/python/app.py   248        2553.586     29         74054                          elapsed = time.time() - start
/home/isucon/isucari/webapp/python/app.py   249        2995.414     29         86867                          if elapsed >= 5:
/home/isucon/isucari/webapp/python/app.py   250         19673.0      1         19673                              http_json_error(requests.codes['internal_server_error'])
/home/isucon/isucari/webapp/python/app.py   251               0      0             0                              break
/home/isucon/isucari/webapp/python/app.py   252      126636.934    439      55593614                  return res.json()
/home/isucon/isucari/webapp/python/app.py   255               0      0             0              def get_image_url(image_name):
/home/isucon/isucari/webapp/python/app.py   256        1219.217   2173       2649359                  return "/upload/{}".format(image_name)
/home/isucon/isucari/webapp/python/app.py   259               0      0             0              @app.route("/initialize", methods=["POST"])
/home/isucon/isucari/webapp/python/app.py   260               0      0             0              def post_initialize():
/home/isucon/isucari/webapp/python/app.py   261       6153235.0      2      12306470                   conn = dbh()
/home/isucon/isucari/webapp/python/app.py   262               0      0             0
/home/isucon/isucari/webapp/python/app.py   263    7358219676.5      2   14716439353  *           .9      subprocess.call(["../sql/init.sh"])
/home/isucon/isucari/webapp/python/app.py   264               0      0             0
/home/isucon/isucari/webapp/python/app.py   265        751625.5      2       1503251                  payment_service_url = flask.request.json.get('payment_service_url', Constants.DEFAULT_PAYMENT_SERVICE_URL)
/home/isucon/isucari/webapp/python/app.py   266         24938.5      2         49877                  shipment_service_url = flask.request.json.get('shipment_service_url', Constants.DEFAULT_SHIPMENT_SERVICE_URL)
/home/isucon/isucari/webapp/python/app.py   267               0      0             0
/home/isucon/isucari/webapp/python/app.py   268        133134.5      2        266269                  conn.begin()
/home/isucon/isucari/webapp/python/app.py   269         45271.5      2         90543                  with conn.cursor() as c:
/home/isucon/isucari/webapp/python/app.py   270           516.0      2          1032                      try:
/home/isucon/isucari/webapp/python/app.py   271          1347.0      2          2694                          sql = "INSERT INTO `configs` (`name`, `val`) VALUES (%s, %s) ON DUPLICATE KEY UPDATE `val` = VALUES(`val`)"
/home/isucon/isucari/webapp/python/app.py   272               0      0             0
/home/isucon/isucari/webapp/python/app.py   273          1735.5      2          3471                          c.execute(sql, (
/home/isucon/isucari/webapp/python/app.py   274           427.5      2           855                              "payment_service_url",
/home/isucon/isucari/webapp/python/app.py   275        556006.5      2       1112013                              payment_service_url
/home/isucon/isucari/webapp/python/app.py   276               0      0             0                          ))
/home/isucon/isucari/webapp/python/app.py   277           676.0      2          1352                          c.execute(sql, (
/home/isucon/isucari/webapp/python/app.py   278           459.5      2           919                              "shipment_service_url",
/home/isucon/isucari/webapp/python/app.py   279        249133.5      2        498267                              shipment_service_url
/home/isucon/isucari/webapp/python/app.py   280               0      0             0                          ))
/home/isucon/isucari/webapp/python/app.py   281       1756544.5      2       3513089                           conn.commit()
/home/isucon/isucari/webapp/python/app.py   282               0      0             0                      except MySQLdb.Error as err:
/home/isucon/isucari/webapp/python/app.py   283               0      0             0                          conn.rollback()
/home/isucon/isucari/webapp/python/app.py   284               0      0             0                          app.logger.exception(err)
/home/isucon/isucari/webapp/python/app.py   285               0      0             0                          http_json_error(requests.codes['internal_server_error'], "db error")
/home/isucon/isucari/webapp/python/app.py   286               0      0             0
/home/isucon/isucari/webapp/python/app.py   287          3324.0      2          6648                  return flask.jsonify({
/home/isucon/isucari/webapp/python/app.py   288           468.0      2           936                      "campaign": 3,  # キャンペーン実施時には還元率の設定を返す。詳しくはマニュアルを参照のこと。
/home/isucon/isucari/webapp/python/app.py   289        658225.0      2       1316450                      "language": "python" # 実装言語を返す
/home/isucon/isucari/webapp/python/app.py   290               0      0             0                  })
/home/isucon/isucari/webapp/python/app.py   293               0      0             0              @app.route("/new_items.json", methods=["GET"])
/home/isucon/isucari/webapp/python/app.py   294               0      0             0              def get_new_items():
/home/isucon/isucari/webapp/python/app.py   295               0      0             0                  # TODO: check err
/home/isucon/isucari/webapp/python/app.py   296               0      0             0
/home/isucon/isucari/webapp/python/app.py   297        1067.889      9          9611                  item_id = 0
/home/isucon/isucari/webapp/python/app.py   298         921.778      9          8296                  created_at = 0
/home/isucon/isucari/webapp/python/app.py   299               0      0             0
/home/isucon/isucari/webapp/python/app.py   300     4986775.889      9      44880983                  item_id_str = flask.request.args.get('item_id')
/home/isucon/isucari/webapp/python/app.py   301        1056.222      9          9506                  if item_id_str:
/home/isucon/isucari/webapp/python/app.py   302        4227.714      7         29594                      if not item_id_str.isdecimal() or int(item_id_str) < 0:
/home/isucon/isucari/webapp/python/app.py   303               0      0             0                          http_json_error(requests.codes['bad_request'], "item_id param error")
/home/isucon/isucari/webapp/python/app.py   304        1584.143      7         11089                      item_id = int(item_id_str)
/home/isucon/isucari/webapp/python/app.py   305               0      0             0
/home/isucon/isucari/webapp/python/app.py   306       56401.667      9        507615                  created_at_str = flask.request.args.get('created_at')
/home/isucon/isucari/webapp/python/app.py   307        1018.333      9          9165                  if created_at_str:
/home/isucon/isucari/webapp/python/app.py   308          2742.0      7         19194                      if not created_at_str.isdecimal() or int(created_at_str) < 0:
/home/isucon/isucari/webapp/python/app.py   309               0      0             0                          http_json_error(requests.codes['bad_request'], "created_at param error")
/home/isucon/isucari/webapp/python/app.py   310        1485.143      7         10396                      created_at = int(created_at_str)
/home/isucon/isucari/webapp/python/app.py   311               0      0             0
/home/isucon/isucari/webapp/python/app.py   312        1071.333      9          9642                  items = []
/home/isucon/isucari/webapp/python/app.py   313               0      0             0
/home/isucon/isucari/webapp/python/app.py   314        1000.778      9          9007                  try:
/home/isucon/isucari/webapp/python/app.py   315    28009026.778      9     252081241                       conn = dbh()
/home/isucon/isucari/webapp/python/app.py   316       52181.778      9        469636                      with conn.cursor() as c:
/home/isucon/isucari/webapp/python/app.py   317          1277.0      9         11493                          if item_id > 0 and created_at > 0:
/home/isucon/isucari/webapp/python/app.py   318               0      0             0                              # paging
/home/isucon/isucari/webapp/python/app.py   319               0      0             0                              sql = _select_from_items_and_users("seller_id") + \
/home/isucon/isucari/webapp/python/app.py   320       12210.429      7         85473                              " WHERE `status` IN (%s,%s) AND (`items`.`created_at` < %s OR (`items`.`created_at` <= %s AND `items`.`id` < %s))" + \
/home/isucon/isucari/webapp/python/app.py   321        1684.143      7         11789                              "ORDER BY `items`.`created_at` DESC, `items`.`id` DESC LIMIT %s"
/home/isucon/isucari/webapp/python/app.py   322        1236.857      7          8658                              c.execute(sql, (
/home/isucon/isucari/webapp/python/app.py   323        1898.429      7         13289                                  Constants.ITEM_STATUS_ON_SALE,
/home/isucon/isucari/webapp/python/app.py   324        1953.714      7         13676                                  Constants.ITEM_STATUS_SOLD_OUT,
/home/isucon/isucari/webapp/python/app.py   325         14138.0      7         98966                                  datetime.datetime.fromtimestamp(created_at),
/home/isucon/isucari/webapp/python/app.py   326        2857.571      7         20003                                  datetime.datetime.fromtimestamp(created_at),
/home/isucon/isucari/webapp/python/app.py   327        1086.571      7          7606                                  item_id,
/home/isucon/isucari/webapp/python/app.py   328    16890464.143      7     118233249                                  Constants.ITEMS_PER_PAGE + 1,
/home/isucon/isucari/webapp/python/app.py   329               0      0             0                              ))
/home/isucon/isucari/webapp/python/app.py   330               0      0             0                          else:
/home/isucon/isucari/webapp/python/app.py   331               0      0             0                              # 1st page
/home/isucon/isucari/webapp/python/app.py   332          9657.5      2         19315                              sql = _select_from_items_and_users("seller_id") + " WHERE `items`.`status` IN (%s,%s) ORDER BY `items`.`created_at` DESC, `items`.`id` DESC LIMIT %s"
/home/isucon/isucari/webapp/python/app.py   333           821.5      2          1643                              c.execute(sql, (
/home/isucon/isucari/webapp/python/app.py   334          1491.5      2          2983                                  Constants.ITEM_STATUS_ON_SALE,
/home/isucon/isucari/webapp/python/app.py   335           831.0      2          1662                                  Constants.ITEM_STATUS_SOLD_OUT,
/home/isucon/isucari/webapp/python/app.py   336       3302087.5      2       6604175                                   Constants.ITEMS_PER_PAGE + 1
/home/isucon/isucari/webapp/python/app.py   337               0      0             0                              ))
/home/isucon/isucari/webapp/python/app.py   338               0      0             0
/home/isucon/isucari/webapp/python/app.py   339        1394.111      9         12547                          item_simples = []
/home/isucon/isucari/webapp/python/app.py   340               0      0             0
/home/isucon/isucari/webapp/python/app.py   341         980.667      9          8826                          while True:
/home/isucon/isucari/webapp/python/app.py   342      107429.569    450      48343306                              item = c.fetchone()
/home/isucon/isucari/webapp/python/app.py   343               0      0             0
/home/isucon/isucari/webapp/python/app.py   344        1032.878    450        464795                              if item is None:
/home/isucon/isucari/webapp/python/app.py   345        1063.889      9          9575                                  break
/home/isucon/isucari/webapp/python/app.py   346               0      0             0
/home/isucon/isucari/webapp/python/app.py   347               0      0             0                              # seller = get_user_simple_by_id(item["seller_id"], prefix="seller_id")
/home/isucon/isucari/webapp/python/app.py   348        2487.503    441       1096989                              category = get_category_by_id(item["category_id"])
/home/isucon/isucari/webapp/python/app.py   349               0      0             0
/home/isucon/isucari/webapp/python/app.py   350        1191.939    441        525645                              item["category"] = category
/home/isucon/isucari/webapp/python/app.py   351       73434.556    441      32384639                              item["seller"] = to_user_json(item, prefix="seller_id")
/home/isucon/isucari/webapp/python/app.py   352        4205.639    441       1854687                              item["image_url"] = get_image_url(item["image_name"])
/home/isucon/isucari/webapp/python/app.py   353      325936.229    441     143737877                              item = to_item_json(item, simple=True)
/home/isucon/isucari/webapp/python/app.py   354               0      0             0
/home/isucon/isucari/webapp/python/app.py   355        1325.946    441        584742                              item_simples.append(item)
/home/isucon/isucari/webapp/python/app.py   356               0      0             0
/home/isucon/isucari/webapp/python/app.py   357        1321.333      9         11892                          has_next = False
/home/isucon/isucari/webapp/python/app.py   358          2147.0      9         19323                          if len(item_simples) > Constants.ITEMS_PER_PAGE:
/home/isucon/isucari/webapp/python/app.py   359          1024.0      9          9216                              has_next = True
/home/isucon/isucari/webapp/python/app.py   360     2147580.333      9      19328223                              item_simples = item_simples[:Constants.ITEMS_PER_PAGE]
/home/isucon/isucari/webapp/python/app.py   361               0      0             0
/home/isucon/isucari/webapp/python/app.py   362               0      0             0                  except MySQLdb.Error as err:
/home/isucon/isucari/webapp/python/app.py   363               0      0             0                      app.logger.exception(err)
/home/isucon/isucari/webapp/python/app.py   364               0      0             0                      http_json_error(requests.codes['internal_server_error'], "db error")
/home/isucon/isucari/webapp/python/app.py   365               0      0             0
/home/isucon/isucari/webapp/python/app.py   366        2579.444      9         23215                  return flask.jsonify(dict(
/home/isucon/isucari/webapp/python/app.py   367         988.444      9          8896                      items=item_simples,
/home/isucon/isucari/webapp/python/app.py   368    23797579.222      9     214178213                        has_next=has_next,
/home/isucon/isucari/webapp/python/app.py   369               0      0             0                  ))
/home/isucon/isucari/webapp/python/app.py   372               0      0             0              @app.route("/new_items/<root_category_id>.json", methods=["GET"])
/home/isucon/isucari/webapp/python/app.py   373               0      0             0              def get_new_category_items(root_category_id=None):
/home/isucon/isucari/webapp/python/app.py   374    38457156.828     29    1115257548                  conn = dbh()
/home/isucon/isucari/webapp/python/app.py   375               0      0             0
/home/isucon/isucari/webapp/python/app.py   376        6258.765     34        212798                  root_category = get_category_by_id(root_category_id)
/home/isucon/isucari/webapp/python/app.py   377               0      0             0
/home/isucon/isucari/webapp/python/app.py   378        1209.618     34         41127                  item_id = 0
/home/isucon/isucari/webapp/python/app.py   379        1146.441     34         38979                  created_at = 0
/home/isucon/isucari/webapp/python/app.py   380               0      0             0
/home/isucon/isucari/webapp/python/app.py   381      875005.294     34      29750180                  item_id_str = flask.request.args.get('item_id')
/home/isucon/isucari/webapp/python/app.py   382        1278.088     34         43455                  if item_id_str:
/home/isucon/isucari/webapp/python/app.py   383        4251.185     27        114782                      if not item_id_str.isdecimal() or int(item_id_str) < 0:
/home/isucon/isucari/webapp/python/app.py   384               0      0             0                          http_json_error(requests.codes['bad_request'], "item_id param error")
/home/isucon/isucari/webapp/python/app.py   385        1803.741     27         48701                      item_id = int(item_id_str)
/home/isucon/isucari/webapp/python/app.py   386               0      0             0
/home/isucon/isucari/webapp/python/app.py   387       56585.242     33       1867313                  created_at_str = flask.request.args.get('created_at')
/home/isucon/isucari/webapp/python/app.py   388        1193.424     33         39383                  if created_at_str:
/home/isucon/isucari/webapp/python/app.py   389        2729.885     26         70977                      if not created_at_str.isdecimal() or int(created_at_str) < 0:
/home/isucon/isucari/webapp/python/app.py   390               0      0             0                          http_json_error(requests.codes['bad_request'], "created_at param error")
